name|type|low|high|elementary_school|middle_school|high_school
Shannon|Ct|29400|29467|Mint Cyn|La Mesa JH|Golden Valley HS
Shannon Ridge|Pl|18200|18321|Golden Oak|La Mesa JH|Golden Valley HS
Sharp|Rd|30000|30123|Live Oak|Castaic MS|Castaic HS
Shasta|Ct|30500|30542|Castaic Elem|Castaic MS|Castaic HS
Shasta|Dr|26600|26605|Bridgeport|Rio Norte JH|Valencia HS
Shasta|Ln|29100|29121|Tesoro Del Valle|Rio Norte JH|Valencia HS
Shasta Daisy|Pl|29600|29699|Pinetree|Sierra Vista JH|Canyon HS
Shauna|Wy|27607|27607|Mitchell|La Mesa JH|Golden Valley HS
Shaw|Pl|25600|25679|Pico Cyn|Rancho Pico JH|West Ranch HS
Shawna|Pl|0|0|Newhall|Placerita JH|Hart HS
Shawnee|Ct|23100|23199|Northpark|Rio Norte JH|Valencia HS
Sheffield|Ln|25400|25840|Newhall|Placerita JH|Hart HS
Shelburne|Dr|27300|27399|Helmers|Rio Norte JH|Valencia HS
Sheldon|Av|26500|26540|Rio Vista|La Mesa JH|Golden Valley HS
Shelley|Pl|25400|25443|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Shelter Cove|Dr|28102|28241|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Shenandoah|Ln|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Sheridan|Rd|29000|30271|Live Oak|Castaic MS|Castaic HS
Sherman|Ln|29102|29169|Mint Cyn|La Mesa JH|Golden Valley HS
Sherwood|Pl|23200|23299|Helmers|Rio Norte JH|Valencia HS
Shine|Dr|20801|20941|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Shinedale|Dr|16000|16946|Mitchell|Sierra Vista JH|Canyon HS
Shirley|Ln|28200|28239|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Shirley|Pl|27500|27521|Mitchell|La Mesa JH|Golden Valley HS
Shorebreak|Ln|23415|26849|Bridgeport|Rio Norte JH|Valencia HS
Sidani|Ln|19300|19699|Plum Cyn|Arroyo Seco JH|Saugus HS
Siena|Wy|0|0|Valencia Valley|Placerita JH|Hart HS
Sienna Ridge Row||27610|27667|Leona Cox|Sierra Vista JH|Canyon HS
Sierra|Ct|26600|26609|Bridgeport|Rio Norte JH|Valencia HS
Sierra - All Numbers|Hwy|14150|18207|Mint Cyn|La Mesa JH|Golden Valley HS
Sierra - All Numbers|Hwy|22000|24999|Mc Grath|La Mesa JH|Golden Valley HS
Sierra - All Numbers|Hwy|25900|26699|Valley View|La Mesa JH|Golden Valley HS
Sierra - All Numbers|Hwy|26900|27299|Valley View|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|18208|18498|Mint Cyn|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|18300|18498|Mint Cyn|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|18500|18598|Leona Cox|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|25000|25248|Mc Grath|Placerita JH|Hart HS
Sierra - Even Numbers|Hwy|25350|25898|Golden Oak|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|25800|25848|Golden Oak|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|25850|25898|Valley View|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|26700|26898|Golden Oak|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|27300|27498|Valley View|La Mesa JH|Golden Valley HS
Sierra - Even Numbers|Hwy|27520|27636|Leona Cox|La Mesa JH|Golden Valley HS
Sierra - Odd Numbers|Hwy|18209|18499|Leona Cox|Sierra Vista JH|Canyon HS
Sierra - Odd Numbers|Hwy|18501|18599|Canyon Springs|La Mesa JH|Golden Valley HS
Sierra - Odd Numbers|Hwy|25001|25249|Golden Oak|La Mesa JH|Golden Valley HS
Sierra - Odd Numbers|Hwy|25351|25799|Mc Grath|Placerita JH|Hart HS
Sierra - Odd Numbers|Hwy|25801|25499|Rio Vista|La Mesa JH|Golden Valley HS
Sierra - Odd Numbers|Hwy|26701|26899|Valley View|La Mesa JH|Golden Valley HS
Sierra - Odd Numbers|Hwy|27301|27635|Canyon Springs|La Mesa JH|Golden Valley HS
Sierra - Odd Numbers|Hwy|27521|27635|Canyon Springs|La Mesa JH|Golden Valley HS
Sierra Cross|Av|28200|28336|Mint Cyn|La Mesa JH|Golden Valley HS
Sierra Estates|Dr|18800|19165|Golden Oak|La Mesa JH|Golden Valley HS
Sierra Estates|Dr|19200|19415|Valley View|La Mesa JH|Golden Valley HS
Sierra Hill|St|16500|16511|Mitchell|Sierra Vista JH|Canyon HS
Sierra Hill|St|17600|28339|Mint Cyn|La Mesa JH|Golden Valley HS
Sierra Oak|Trl|32400|23652|Northlake Hills|Castaic MS|Castaic HS
Sierra Sunrise|Ln|17200|17394|Mint Cyn|La Mesa JH|Golden Valley HS
Silhouette|Wy|24244|24257|Bridgeport|Rio Norte JH|Valencia HS
Silk Tree|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Silkwood|Ct|28800|28849|Northlake Hills|Rio Norte JH|Valencia HS
Silver|St|29618|29760|Live Oak|Castaic MS|Castaic HS
Silver Aspen|Wy|25300|25348|Oak Hills|Rancho Pico JH|West Ranch HS
Silver Crest|Ct|25400|25411|Newhall|Placerita JH|Hart HS
Silver Oak|Ct|22703|22704|Mountain View|Rio Norte JH|Valencia HS
Silver Oak|Ln|27101|27165|Valley View|La Mesa JH|Golden Valley HS
Silver Ridge|Pl|0|0|Northpark|Rio Norte JH|Valencia HS
Silver Saddle|Cr|28800|28999|Mint Cyn|Sierra Vista JH|Canyon HS
Silver Star|Ln|15800|15870|Sulphur Springs|Sierra Vista JH|Canyon HS
Silverado||23700|23725|Mc Grath|La Mesa JH|Golden Valley HS
Silverbell|Ln|26904|26926|Fair Oaks|La Mesa JH|Golden Valley HS
Silverhawk|Pl|23500|23699|Northpark|Rio Norte JH|Valencia HS
Silverking|Trl|28400|28683|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Silversmith|Dr|28803|28803|West Creek|Rio Norte JH|Valencia HS
Silverstone|Ln|0|0|Bridgeport|Rio Norte JH|Valencia HS
Silverstream|Dr|17704|17835|Mitchell|Sierra Vista JH|Canyon HS
Silverton|Ct|27802|27832|Northpark|Rio Norte JH|Valencia HS
Simay|Ln|21200|21264|Newhall|Placerita JH|Hart HS
Sims|Ct|21902|21912|Rosedell|Arroyo Seco JH|Saugus HS
Simsalido|Av|28302|28360|Mitchell|Sierra Vista JH|Canyon HS
Sinclair|Pl|25500|25540|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Singer|Pl|26000|26135|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Singing Hills|Dr|25800|26099|Meadows|Placerita JH|Hart HS
Singingwood|Dr|29104|29133|Mountain View|Rio Norte JH|Valencia HS
Sirani|Ct|27931|27945|Bridgeport|Rio Norte JH|Valencia HS
Sival|Ct|26202|26215|Valencia Valley|Placerita JH|Hart HS
Skipping Stone|Dr|22606|22628|Emblem|Arroyo Seco JH|Saugus HS
Sky Ranch|Rd|16115|16161|Sulphur Springs|Sierra Vista JH|Canyon HS
Sky View|Ct|19700|19799|Rio Vista|La Mesa JH|Golden Valley HS
Skycrest|Cr|23700|27999|Northpark|Rio Norte JH|Valencia HS
Skylake|Pl|22400|22443|Mountain View|Rio Norte JH|Valencia HS
Skyline|Ct|27700|27716|Northlake Hills|Castaic MS|Castaic HS
Skyridge|Dr|24500|24699|Wiley Cyn|Rancho Pico JH|West Ranch HS
Slate|Ct|27010|27028|Oak Hills|Rancho Pico JH|West Ranch HS
Sleepy Creek|Ln|29600|29699|Castaic Elem|Castaic MS|Castaic HS
Sloan Cyn|Rd|28000|29000|Northlake Hills|Castaic MS|Castaic HS
Sloan Cyn|Rd|29250|30199|Live Oak|Castaic MS|Castaic HS
Sloan Cyn|Rd|30200|31353|Castaic Elem|Castaic MS|Castaic HS
Smiley|Ct|22450|22479|Foster|Arroyo Seco JH|Saugus HS
Smoke Tree|Ln|17405|17449|Fair Oaks|La Mesa JH|Golden Valley HS
Smoketree|Ln|25658|25679|Oak Hills|Rancho Pico JH|West Ranch HS
Smokewood|Wy|24900|25149|Wiley Cyn|Rancho Pico JH|West Ranch HS
Smyth|Dr|28100|28299|Bridgeport|Rio Norte JH|Valencia HS
Snapdragon|Pl|29200|29326|Pinetree|Sierra Vista JH|Canyon HS
Snow Drop|Ct|0|0|Pinetree|Sierra Vista JH|Canyon HS
Snowbird|Pl|26500|26599|Rio Vista|La Mesa JH|Golden Valley HS
Snowy Owl|Ct|24450|24468|Valencia Valley|Placerita JH|Hart HS
Soladera|Wy|20200|20229|Rio Vista|La Mesa JH|Golden Valley HS
Solamint|Rd|27800|27971|Mint Cyn|La Mesa JH|Golden Valley HS
Solana|Ln|16633|16999|Mint Cyn|La Mesa JH|Golden Valley HS
Soldon|Ct|19603|19641|Skyblue Mesa|Sierra Vista JH|Canyon HS
Soledad|St|20401|20851|Rio Vista|La Mesa JH|Golden Valley HS
Soledad Cyn - All Numbers|Rd|11000|15621|Sulphur Springs|Sierra Vista JH|Canyon HS
Soledad Cyn - All Numbers|Rd|16100|17399|Mitchell|Sierra Vista JH|Canyon HS
Soledad Cyn - All Numbers|Rd|18822|19299|Canyon Springs|La Mesa JH|Golden Valley HS
Soledad Cyn - All Numbers|Rd|19300|19449|Cedarcreek|Sierra Vista JH|Canyon HS
Soledad Cyn - All Numbers|Rd|19600|21399|Rio Vista|La Mesa JH|Golden Valley HS
Soledad Cyn - All Numbers|Rd|23000|23099|Emblem|Arroyo Seco JH|Saugus HS
Soledad Cyn - Even Number|Rd|17400|17898|Leona Cox|La Mesa JH|Golden Valley HS
Soledad Cyn - Even Number|Rd|17900|17924|Mitchell|Sierra Vista JH|Canyon HS
Soledad Cyn - Even Number|Rd|18000|18820|Canyon Springs|La Mesa JH|Golden Valley HS
Soledad Cyn - Even Number|Rd|19450|19598|Canyon Springs|La Mesa JH|Golden Valley HS
Soledad Cyn - Even Number|Rd|21400|22998|Emblem|La Mesa JH|Golden Valley HS
Soledad Cyn - Odd Numbers|Rd|17401|17899|Mitchell|Sierra Vista JH|Canyon HS
Soledad Cyn - Odd Numbers|Rd|17901|17925|Canyon Springs|La Mesa JH|Golden Valley HS
Soledad Cyn - Odd Numbers|Rd|18001|18249|Mitchell|Sierra Vista JH|Canyon HS
Soledad Cyn - Odd Numbers|Rd|18251|18499|Mint Cyn|La Mesa JH|Golden Valley HS
Soledad Cyn - Odd Numbers|Rd|18501|18821|Leona Cox|Sierra Vista JH|Canyon HS
Soledad Cyn - Odd Numbers|Rd|19451|19599|Cedarcreek|Sierra Vista JH|Canyon HS
Soledad Cyn - Odd Numbers|Rd|21401|22999|Rio Vista|La Mesa JH|Golden Valley HS
Soledad Cyn - Odd Numbers|Rd|23001|23099|Rio Vista|Arroyo Seco JH|Saugus HS
Solon|Av|28600|28617|Mitchell|Sierra Vista JH|Canyon HS
Sombras|Ct|26003|26071|Valencia Valley|Placerita JH|Hart HS
Somerset|Ct|28201|28227|Live Oak|Castaic MS|Castaic HS
Sophia|Ln|27403|27412|Fair Oaks|La Mesa JH|Golden Valley HS
Sorrel|Ct|23200|23269|Northpark|Rio Norte JH|Valencia HS
Sorrento|Ct|24350|24358|Valencia Valley|Placerita JH|Hart HS
Sorrento|Pl|30500|30541|Castaic Elem|Castaic MS|Castaic HS
Sourwood|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Southampton|Dr|0|0|Valencia Valley|Placerita JH|Hart HS
Southern Oaks|Dr|24807|25026|Pico Cyn|Rancho Pico JH|West Ranch HS
Southern Willow|Ct|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Southwind|Ct|25105|25120|Wiley Cyn|Rancho Pico JH|West Ranch HS
Spandau|Dr|27550|27762|Foster|Arroyo Seco JH|Saugus HS
Spanish Oak|Dr|19700|19834|Valley View|La Mesa JH|Golden Valley HS
Spencer|Ct|27500|27635|Mitchell|La Mesa JH|Golden Valley HS
Spencer|Dr|29300|29340|Mint Cyn|Sierra Vista JH|Canyon HS
Spice|Ct|26104|21665|Rosedell|Arroyo Seco JH|Saugus HS
Spinnaker|Ct|23800|23818|Bridgeport|Rio Norte JH|Valencia HS
Spirit|Ct|26300|26309|Emblem|La Mesa JH|Golden Valley HS
Splendido|Ct|25354|25370|Pico Cyn|Rancho Pico JH|West Ranch HS
Spring Cyn|Rd|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Spring Leaf|Ct|23823|23823|West Creek|Rio Norte JH|Valencia HS
Spring Meadow||0|0|Castaic Elem|Castaic MS|Castaic HS
Spring Shadow|Ct|30300|30312|Castaic Elem|Castaic MS|Castaic HS
Springbrook|Av|24781|26001|Emblem|Arroyo Seco JH|Saugus HS
Springtree|Pl|27800|27871|Northpark|Rio Norte JH|Valencia HS
Springvale|Ln|28102|28259|Live Oak|Castaic MS|Castaic HS
Spruce|St|24500|24799|Newhall|Placerita JH|Hart HS
Spruce Creek|Cr|27800|27869|Foster|Arroyo Seco JH|Saugus HS
Spruce Meadow|Ct|23700|23799|Northpark|Rio Norte JH|Valencia HS
Spyglass|Ln|27800|27849|Cedarcreek|Sierra Vista JH|Canyon HS
Squib|St|0|0|Emblem|La Mesa JH|Golden Valley HS
St Annes|Rd|0|0|Bridgeport|Rancho Pico JH|West Ranch HS
St Denis|Ct|24600|24651|Valencia Valley|Placerita JH|Hart HS
St Lawrence|St|28900|28936|Live Oak|Castaic MS|Castaic HS
St Moritz|Dr|24000|24165|Meadows|Placerita JH|Hart HS
St Tropez|Pl|29000|29239|Castaic Elem|Castaic MS|Castaic HS
Stafford Cyn|Rd|25600|25961|Pico Cyn|Rancho Pico JH|West Ranch HS
Stag Hollow|Ct|26034|26059|Rio Vista|La Mesa JH|Golden Valley HS
Stagecoach|Wy|23703|23747|Tesoro Del Valle|Rio Norte JH|Valencia HS
Stageline|Rd|27800|27959|Live Oak|Castaic MS|Castaic HS
Stallion|Pl|27900|27910|Northlake Hills|Castaic MS|Castaic HS
Stanley|Ct|28205|28221|Skyblue Mesa|Sierra Vista JH|Canyon HS
Stansfield|Ln|28300|28890|Plum Cyn|Arroyo Seco JH|Saugus HS
Star Crest|Ln|27831|27859|Cedarcreek|Sierra Vista JH|Canyon HS
Star Cyn|Pl|30400|30485|Castaic Elem|Castaic MS|Castaic HS
Stardale|Dr|27700|27728|Rosedell|Arroyo Seco JH|Saugus HS
Starfall|Wy|29200|29225|Santa Clarita|Rio Norte JH|Valencia HS
Starkus|Wy|0|0|Meadows|Placerita JH|Hart HS
Starlight|Ln|27700|27799|Northlake Hills|Castaic MS|Castaic HS
Starling|Ct|26500|26523|Golden Oak|La Mesa JH|Golden Valley HS
Startree|Ln|28700|28881|Mountain View|Rio Norte JH|Valencia HS
Starwood|Pl|29101|29163|Mountain View|Rio Norte JH|Valencia HS
Starwood|Wy|0|0|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Staten|Pl|27200|27229|Helmers|Rio Norte JH|Valencia HS
Stein|Wy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Steinbeck|Av|25100|25398|Pico Cyn|Rancho Pico JH|West Ranch HS
Steinway|St|19502|20223|Skyblue Mesa|Sierra Vista JH|Canyon HS
Sterling|Ln|26002|26025|Rio Vista|La Mesa JH|Golden Valley HS
Sterling|Ln|29007|29082|West Creek|Rio Norte JH|Valencia HS
Sterling Grove|Ln|27200|27261|Fair Oaks|La Mesa JH|Golden Valley HS
Steve Jon|St|20600|20631|Rosedell|Arroyo Seco JH|Saugus HS
Stevenson Ranch|Pkwy|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Stevenson Ranch|Pkwy|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Stevie|Ct|20200|20216|Rio Vista|La Mesa JH|Golden Valley HS
Stewart|Rd|0|0|Northlake Hills|Castaic MS|Castaic HS
Stillmore|St|17816|17955|Mitchell|Sierra Vista JH|Canyon HS
Stillmore|St|18900|19248|Canyon Springs|Sierra Vista JH|Canyon HS
Stillmore|St|19300|19449|Cedarcreek|Sierra Vista JH|Canyon HS
Stillwater|Pl|23501|23533|Wiley Cyn|Rancho Pico JH|West Ranch HS
Stipe|Ct|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Stone Cyn|Ln|18000|18857|Skyblue Mesa|Sierra Vista JH|Canyon HS
Stone Ridge|Ct|14505|14526|Sulphur Springs|Sierra Vista JH|Canyon HS
Stonechat|Ct|24450|24490|Valencia Valley|Placerita JH|Hart HS
Stonecreek|Dr|24081|24098|Bridgeport|Rio Norte JH|Valencia HS
Stonecreek|Rd|30700|31099|Live Oak|Castaic MS|Castaic HS
Stonegate|Dr|26800|26836|Oak Hills|Rancho Pico JH|West Ranch HS
Stonehill|Wy|27800|27949|Mint Cyn|La Mesa JH|Golden Valley HS
Stoney Creek|Rd|0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Stonington|Ln|28100|28253|Rosedell|Arroyo Seco JH|Saugus HS
Storage|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Stover Flats|Ct|21500|21521|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Stowe|Ln|27700|27799|Live Oak|Castaic MS|Castaic HS
Strambino|Ct|26501|26512|Valencia Valley|Placerita JH|Hart HS
Stratford|Dr|25400|25499|Newhall|Placerita JH|Hart HS
Strawberry Pine|Ct|17006|17024|Fair Oaks|La Mesa JH|Golden Valley HS
Stubby||0|0|Northlake Hills|Castaic MS|Castaic HS
Sturbridge|Dr|28000|28051|Live Oak|Castaic MS|Castaic HS
Sturgeon|Ct|0|0|Mint Cyn|Sierra Vista JH|Canyon HS
Sue|Dr|20604|20620|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Sugar Bliss|Pl|28804|28845|Mountain View|Rio Norte JH|Valencia HS
Sugar Loaf|Ct|14200|14219|Sulphur Springs|Sierra Vista JH|Canyon HS
Sugar Pine|Wy|28500|28651|Mountain View|Rio Norte JH|Valencia HS
Sultus|St|16100|16699|Sulphur Springs|Sierra Vista JH|Canyon HS
Sumac|Ct|27300|27370|Valley View|La Mesa JH|Golden Valley HS
Summer Breeze|Ct|22151|22177|Santa Clarita|Rio Norte JH|Valencia HS
Summer Grove|Pl|27700|27843|Northpark|Rio Norte JH|Valencia HS
Summer Maple|Wy|17100|17257|Fair Oaks|La Mesa JH|Golden Valley HS
Summer Oak|Ct|21903|21949|Mountain View|Rio Norte JH|Valencia HS
Summerglen|Pl|23300|27733|Northpark|Rio Norte JH|Valencia HS
Summerhill|Ln|25100|25239|Wiley Cyn|Rancho Pico JH|West Ranch HS
Summit|Cr|0|0|Emblem|La Mesa JH|Golden Valley HS
Summit|Pl|26000|26099|Meadows|Placerita JH|Hart HS
Summit Hills|Dr|17111|17356|Mint Cyn|La Mesa JH|Golden Valley HS
Summit View|Ct|20069|20081|Cedarcreek|Sierra Vista JH|Canyon HS
Summit View|Dr|20148|20249|Cedarcreek|Sierra Vista JH|Canyon HS
Sumner|Av|27710|27852|Foster|Arroyo Seco JH|Saugus HS
Sunbird|Ct|26500|26539|Valencia Valley|Placerita JH|Hart HS
Sundance|Ln|29100|29125|Tesoro Del Valle|Rio Norte JH|Valencia HS
Sundance|Pl|14702|14762|Sulphur Springs|Sierra Vista JH|Canyon HS
Sundance Creek|Dr|22701|22744|Newhall|Placerita JH|Hart HS
Sunderland|Ct|23600|23639|Helmers|Rio Norte JH|Valencia HS
Sundowner|Wy|18015|18197|Mint Cyn|La Mesa JH|Golden Valley HS
Sunflower|Ct|27800|27832|Northpark|Rio Norte JH|Valencia HS
Sunny Creek|Dr|27500|27690|Bridgeport|Rio Norte JH|Valencia HS
Sunnyvale|Ct|23300|23318|Northpark|Rio Norte JH|Valencia HS
Sunridge|Pl|30005|30042|Sulphur Springs|Sierra Vista JH|Canyon HS
Sunrise|Ln|27800|27849|Cedarcreek|Sierra Vista JH|Canyon HS
Sunrise Hills|Rd|30815|30926|Mint Cyn|La Mesa JH|Golden Valley HS
Sunrise Summit|Dr|19600|19619|Rio Vista|La Mesa JH|Golden Valley HS
Sunrise View|Pl|22000|22059|Emblem|Rio Norte JH|Valencia HS
Sunrose|Pl|30200|30469|Pinetree|Sierra Vista JH|Canyon HS
Sunset Creek||0|0|Live Oak|Castaic MS|Castaic HS
Sunset Hills|Dr|27801|27959|Northpark|Rio Norte JH|Valencia HS
Sunshine Cyn Motor|Wy|0|0|Wiley Cyn|Rancho Pico JH|West Ranch HS
Superior|Ct|22008|22029|Emblem|Rio Norte JH|Valencia HS
Susan Beth|Wy|27610|27648|Rosedell|Arroyo Seco JH|Saugus HS
Susan Carole|Dr|20902|21069|Plum Cyn|Arroyo Seco JH|Saugus HS
Susan Ruth|St|20600|20631|Rosedell|Arroyo Seco JH|Saugus HS
Sutters Mill|Ct|21500|21517|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Sutters Pointe|Dr|27615|27755|Rosedell|Arroyo Seco JH|Saugus HS
Suzanne|Ln|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Suzie|Ln|20504|20560|Arroyo Seco JH|Saugus HS|Swallow
Ct||19900|19949|Rio Vista|La Mesa JH|Golden Valley HS
Swan|Ln|26500|26689|Golden Oak|La Mesa JH|Golden Valley HS
Sweet Shade|Ln|24350|24366|Mc Grath|La Mesa JH|Golden Valley HS
Sweetgum|Ln|17700|17799|Fair Oaks|La Mesa JH|Golden Valley HS
Sweetwater|Ln|27800|27837|Northpark|Rio Norte JH|Valencia HS
Swift|Ln|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Sycamore|Ct|28202|28233|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Sycamore|Dr|28236|28374|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Sycamore Creek|Dr|22900|27499|Santa Clarita|Arroyo Seco JH|Saugus HS
Sycamore Creek|Dr|27500|27999|Foster|Arroyo Seco JH|Saugus HS
Sycamore Meadow|Dr|27200|27240|Oak Hills|Rancho Pico JH|West Ranch HS
Sylvia|Dr|29001|29051|Pinetree|Sierra Vista JH|Canyon HS
Taft|Ct|28600|28710|Live Oak|Castaic MS|Castaic HS
Tahoe|Ct|22202|22230|Mountain View|Rio Norte JH|Valencia HS
Tahoe|Dr|25612|26549|Bridgeport|Rio Norte JH|Valencia HS
Talavera|Ln|29100|29115|Tesoro Del Valle|Rio Norte JH|Valencia HS
Tamara|Pl|20300|20349|Plum Cyn|Arroyo Seco JH|Saugus HS
Tamarack|Ln|22600|28655|Mountain View|Rio Norte JH|Valencia HS
Tamarino|Wy|0|0|Northpark|Rio Norte JH|Valencia HS
Tamarisk|Pl|25700|25744|Meadows|Placerita JH|Hart HS
Tambora|Dr|27700|28229|Leona Cox|Sierra Vista JH|Canyon HS
Tampico|Dr|26001|26098|Valencia Valley|Placerita JH|Hart HS
Tanager|Ct|20000|20049|Rio Vista|La Mesa JH|Golden Valley HS
Tangelo|Ct|28202|28203|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Tangerine|Ln|28200|28239|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Tango|Dr|24000|24199|Tesoro Del Valle|Rio Norte JH|Valencia HS
Tannahill|Av|26750|27199|Sulphur Springs|Sierra Vista JH|Canyon HS
Tapia Cyn|Rd|0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Tapia Cyn|Rd|25000|27099|Northlake Hills|Castaic MS|Castaic HS
Taranto|Av|24300|24346|Meadows|Placerita JH|Hart HS
Taryn|Dr|27650|27672|Foster|Arroyo Seco JH|Saugus HS
Taylor|Ct|21800|21833|Emblem|Rio Norte JH|Valencia HS
Taylor|St|0|0|Live Oak|Castaic MS|Castaic HS
Teak|Ct|23806|23827|Northpark|Rio Norte JH|Valencia HS
Teal|Ct|26351|26371|Golden Oak|La Mesa JH|Golden Valley HS
Teasedale|Pl|29600|29645|Live Oak|Castaic MS|Castaic HS
Technology|Dr|0|0|Live Oak|Castaic MS|Castaic HS
Telegraph Hill|Ct|24000|24026|Valencia Valley|Placerita JH|Hart HS
Templin|Hwy|0|0|Northlake Hills|Castaic MS|Castaic HS
Tenda|Dr|27902|28117|Skyblue Mesa|Sierra Vista JH|Canyon HS
Tenderfoot Trl|Rd|18850|18999|Golden Oak|La Mesa JH|Golden Valley HS
Tennyson|Ln|25800|26084|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Terrace|Ct|20050|20062|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Terrace View|Ct|23811|23831|Peachland|Placerita JH|Hart HS
Terracina|Pl|30400|30469|Castaic Elem|Castaic MS|Castaic HS
Terravista|Ct|26800|26813|Rio Vista|La Mesa JH|Golden Valley HS
Terraza|Ct|30508|30523|Castaic Elem|Castaic MS|Castaic HS
Terri|Dr|19704|26943|Rio Vista|La Mesa JH|Golden Valley HS
Tesoro Del Valle|Dr|0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Tesoro Del Valle|Dr|0|0|West Creek|Rio Norte JH|Valencia HS
Teton|Trl|27100|27129|Helmers|Rio Norte JH|Valencia HS
Texas|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Texas Cyn|Rd|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Texas Cyn|Rd|18300|18799|Plum Cyn|Arroyo Seco JH|Saugus HS
Texas Oil Company|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Thackery|Ln|26400|26631|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Thalia|Ln|27700|27719|Leona Cox|Sierra Vista JH|Canyon HS
The Old Dirt|Rd|30800|30899|Mint Cyn|La Mesa JH|Golden Valley HS
The Old Road||22300|25398|Wiley Cyn|Rancho Pico JH|West Ranch HS
The Old Road||25399|25899|Pico Cyn|Rancho Pico JH|West Ranch HS
The Old Road||27400|27799|Entrada|Rancho Pico JH|West Ranch HS
The Old Road||27800|29999|Live Oak|Castaic MS|Castaic HS
The Old Road||30000|30999|Castaic Elem|Castaic MS|Castaic HS
The Old Road||31000|32859|Northlake Hills|Castaic MS|Castaic HS
Theodore|Ct|21902|21963|Rosedell|Arroyo Seco JH|Saugus HS
Thistle|Ct|24502|24519|Wiley Cyn|Rancho Pico JH|West Ranch HS
Thompson||0|0|Live Oak|Castaic MS|Castaic HS
Thompson Ranch|Rd|15900|15999|Mint Cyn|Sierra Vista JH|Canyon HS
Thoreau|Wy|25400|25469|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Thorley|Ct|28121|28156|Skyblue Mesa|Sierra Vista JH|Canyon HS
Thorn Crest|Ct|18802|18847|Leona Cox|Sierra Vista JH|Canyon HS
Thorne|Ct|30152|30189|Live Oak|Castaic MS|Castaic HS
Thornewood|Dr|23400|23491|Wiley Cyn|Rancho Pico JH|West Ranch HS
Thornton|Ln|0|0|Live Oak|Castaic MS|Castaic HS
Thurber|Wy|25600|25799|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Tiara|Ct|16701|16751|Mitchell|Sierra Vista JH|Canyon HS
Tibetan|Ct|18600|18610|Leona Cox|Sierra Vista JH|Canyon HS
Tiburon|St|24700|24749|Bridgeport|Rancho Pico JH|West Ranch HS
Tick Cyn|Rd|30000|32499|Pinetree|Sierra Vista JH|Canyon HS
Tide|Dr|24350|24425|Meadows|Placerita JH|Hart HS
Tierra|Dr|26000|26060|Valencia Valley|Placerita JH|Hart HS
Tiffany|Ln|28007|28011|Mint Cyn|La Mesa JH|Golden Valley HS
Timber|Pl|31900|31911|Northlake Hills|Castaic MS|Castaic HS
Timber Branch|Pl|17800|17835|Golden Oak|La Mesa JH|Golden Valley HS
