AmountID;Amount;EmployeeID;CustomerID
46828;549.30;10;5517
46843;95.60;3;3180
46852;630.81;5;6215
46867;930.24;14;18066
46896;421.46;4;12734
46899;595.30;8;10270
46905;442.99;5;10144
46911;928.80;10;7106
46912;215.42;7;13677
46941;753.30;11;4637
46947;199.36;15;3527
46969;765.65;5;6834
46980;235.28;6;793
46996;723.66;13;6621
47059;401.26;11;10636
47069;701.51;8;13564
47086;985.37;11;18090
47089;799.29;6;15202
47105;134.67;14;11993
47111;514.62;12;10442
47114;815.03;11;3743
47123;264.91;3;12759
47136;257.72;12;1887
47145;299.86;7;4383
47146;187.30;12;3244
47152;531.62;7;18099
47153;921.58;14;18100
47179;976.62;5;2256
47190;160.29;10;15144
47212;391.83;2;5696
47229;129.30;11;12970
47238;184.72;11;18113
47274;223.15;11;5193
47280;602.85;3;7907
47292;428.01;13;7010
47293;179.11;5;13018
47305;475.68;12;18121
47321;633.53;14;2991
47322;210.78;15;14399
47340;339.81;11;16715
47363;722.97;5;24
47368;342.77;13;17173
47377;506.64;5;12171
47381;130.88;11;3153
47393;72.06;11;1124
47409;757.46;10;10369
47418;641.97;2;13958
47451;336.77;5;3983
47462;181.96;15;416
47468;937.05;15;8341
47479;786.64;4;15341
47487;320.07;5;13548
47520;572.11;14;14498
47529;838.66;8;18145
47544;336.14;10;554
47550;43.88;15;5724
47555;914.56;9;5827
47563;303.81;1;12733
47571;127.01;13;8068
47574;537.59;2;6689
47580;24.97;14;2922
47586;948.47;15;16986
47666;752.11;5;15968
47671;629.83;6;17346
47679;160.85;9;6801
47687;306.33;10;18155
47706;485.62;4;10435
47712;94.02;10;3399
47714;310.03;1;2108
47730;104.76;12;18161
47750;502.04;6;10270
47759;957.32;5;18165
47767;771.81;2;11366
47770;63.04;10;12271
47778;118.89;14;12822
47780;723.90;10;14842
47785;369.15;2;18171
47800;216.52;5;1937
47812;621.74;9;5152
47820;289.56;8;5296
47830;329.64;5;13516
47838;390.63;9;9633
47844;415.56;4;4578
47885;141.25;14;2093
47895;565.13;13;6461
47902;869.04;3;6248
47926;668.10;14;14182
47932;506.17;10;14983
47945;293.95;5;2734
47966;91.64;4;17587
47979;309.42;14;8477
47991;480.29;5;1501
48009;547.31;1;13470
48040;97.75;2;8835
48054;909.34;12;12519
48060;866.17;11;17249
48063;470.94;15;7399
48096;727.22;7;9852
48128;175.59;14;15014
48155;202.08;1;5121
48158;483.23;12;13140
48220;685.55;6;12977
48233;619.45;4;4700
48254;235.37;10;15923
48257;122.30;9;8677
48258;773.63;7;1064
48259;135.63;10;1485
48281;394.27;6;16806
48297;840.72;9;18217
48309;975.67;9;6648
48323;790.61;2;14790
48325;766.16;3;14830
48326;994.09;3;7125
48335;992.08;12;16135
48352;379.21;8;4269
48354;90.15;15;7622
48362;752.81;6;5238
48368;512.45;9;6566
48379;770.81;11;18226
48395;93.43;12;9394
48409;772.25;7;17519
48421;165.84;7;6991
48435;112.31;6;5019
48436;531.72;12;18231
48483;428.81;12;12124
48484;422.41;8;4552
48487;853.56;11;4076
48518;966.71;12;11672
48538;834.02;14;426
48564;976.53;9;11406
48585;890.66;15;2660
48597;498.82;13;16151
48599;773.96;5;9913
48606;767.32;9;17620
48618;90.41;15;8801
48619;603.68;11;8049
48630;58.46;5;8724
48631;630.79;4;1154
48639;540.39;8;18254
48647;487.56;9;18182
48652;995.54;7;11460
48707;421.05;13;4012
48717;607.52;2;6521
48723;201.22;9;1509
48733;358.42;9;11719
48739;816.72;9;8599
48759;57.36;8;11431
48785;650.83;1;3039
48786;819.24;5;5301
48803;731.62;15;7393
48831;683.20;2;10206
48842;85.81;3;5287
48853;96.52;1;14757
48873;823.54;4;16309
48888;250.72;4;10558
48907;192.37;14;18273
48916;280.72;6;9253
48939;901.62;15;11014
48954;899.64;12;18276
48966;922.84;13;10464
48974;126.16;1;1129
48990;829.17;11;18279
48993;30.59;14;9047
49008;596.39;6;4729
49017;303.08;8;11094
49035;943.35;6;9344
49041;487.30;11;18286
49053;31.31;15;1708
49056;62.98;11;15233
49059;763.68;7;6402
49070;26.27;10;7278
49077;997.82;14;10570
49094;925.46;11;6698
49100;842.72;6;5438
49103;752.72;10;10844
49121;205.09;10;18292
49138;27.99;12;999
49168;61.12;7;8638
49204;182.57;6;6190
49212;39.00;12;7404
49214;28.92;4;7736
49216;905.56;1;12969
49248;996.91;9;17313
49274;696.24;10;18310
49277;23.94;7;8538
49285;540.28;1;6476
49289;411.27;15;13141
49364;406.93;9;13553
49386;749.37;13;368
49390;200.20;6;4054
49393;200.31;7;4650
49404;905.80;5;6151
49408;74.62;9;4316
49426;607.16;8;18324
49433;193.42;10;4559
49438;615.41;3;8486
49442;512.34;8;13779
49445;531.07;3;6538
49461;255.58;1;11701
49462;73.96;3;13890
49481;896.84;8;937
49484;531.78;8;8573
49500;612.60;6;3552
49504;312.47;8;10647
49508;95.48;11;7168
49517;42.29;8;18234
49519;720.40;7;11033
49527;717.36;10;2577
49528;738.70;6;15415
49529;619.83;11;16806
49553;848.70;4;14091
49557;447.21;13;7811
49560;951.87;4;5303
49562;884.15;12;12998
49588;440.00;7;5959
49592;265.19;4;9122
49598;555.74;14;6933
49606;288.59;13;8751
49611;587.43;13;18338
49614;509.78;8;6284
49615;979.84;11;4310
49616;593.58;3;15470
49629;689.54;12;10855
49630;505.56;1;18341
49653;784.02;7;16614
49693;681.00;10;5687
49718;194.07;11;4349
49722;84.62;9;931
49726;742.11;13;14380
49745;882.02;2;7629
49756;933.71;6;17318
49765;296.30;6;8438
49794;430.23;13;11223
49805;526.80;13;10726
49833;266.19;6;14323
49836;900.48;4;6215
49849;656.46;12;4283
49853;720.30;8;10043
49885;978.42;14;16066
49886;680.48;13;4730
49901;994.54;12;12449
49925;927.19;4;1446
49942;483.65;4;4075
49958;591.23;4;11203
50001;370.08;7;14565
50016;205.46;13;6988
50017;263.03;14;14780
50020;565.77;8;1265
50023;485.24;6;699
50025;882.00;3;8445
50026;105.15;7;11688
50030;84.66;1;7758
50047;29.17;11;12545
50066;271.16;13;9277
50068;892.83;2;7826
50070;987.82;13;7291
50097;141.79;6;4273
50122;662.29;13;5863
50137;167.26;2;10919
50138;294.78;6;13182
50146;237.36;3;1496
50165;205.57;4;18381
50173;585.98;8;10625
50206;786.10;8;3538
50281;838.87;14;8053
50293;168.95;10;18389
50295;49.93;12;14574
50325;334.18;9;6646
50347;411.90;5;1776
50362;917.14;6;917
50376;787.30;3;2288
50386;58.70;14;2082
50402;58.41;9;18397
50429;47.06;2;15549
50435;470.06;14;5903
50447;598.14;6;831
50453;711.60;8;2342
50476;953.60;13;1393
50486;809.43;6;17544
50513;777.73;5;1561
50522;403.88;9;11565
50528;624.74;5;13593
50531;798.28;9;12530
50542;458.32;14;18404
50544;712.45;7;4731
50557;681.04;10;17797
50610;448.84;14;15432
50615;23.32;5;2478
50624;248.32;10;3449
50643;96.89;15;6088
50670;216.76;6;1177
50691;70.42;5;4551
50728;565.06;6;10956
50750;628.44;6;13490
50780;281.47;8;9449
50807;241.00;11;16306
50819;194.77;14;7453
50839;818.28;7;885
50845;911.97;8;7489
50848;277.90;7;15207
50852;167.59;2;16032
50868;375.36;15;9092
50891;320.76;10;7400
50893;238.28;12;18440
50912;920.16;4;18443
50931;400.41;10;10102
50936;130.35;13;2131
50945;51.43;10;16118
50976;818.90;1;5091
50996;143.41;14;18450
51000;736.20;10;3328
51027;276.70;10;5561
51040;838.24;7;3644
51042;388.01;9;1143
51043;321.88;9;1541
51058;588.45;8;6982
51064;285.24;7;13813
51066;770.88;6;12623
51078;245.60;5;2353
51116;820.83;6;15383
51128;238.17;8;18459
51139;732.50;4;8020
51148;598.13;13;10053
51150;246.07;6;18462
51184;433.83;6;8592
51197;500.97;9;15772
51202;159.78;15;8141
51209;805.08;3;15200
51225;614.26;13;5826
51244;130.69;10;8971
51248;176.61;6;8788
51263;897.55;5;8739
51265;161.21;5;10294
51277;632.66;6;16427
51288;145.75;7;12175
51299;613.22;7;15522
51307;347.30;1;15107
51321;140.70;2;6395
51340;281.92;10;13279
51346;330.16;12;4034
51354;125.42;15;14486
51397;302.47;4;14589
51421;526.20;10;4482
51461;857.08;2;17975
51476;530.22;1;17804
51482;820.76;3;18490
51483;282.78;15;9945
51510;930.18;6;10528
51511;630.45;12;12737
51514;490.96;11;10819
51516;747.95;2;10902
51529;206.97;3;2526
51541;955.68;5;18495
51549;326.93;2;1726
51560;601.46;14;6652
51594;158.90;8;5266
51603;775.42;6;5739
51624;512.29;3;16698
51626;601.00;10;16508
51637;345.23;13;4702
51638;765.29;13;12193
51639;832.93;14;8258
51654;967.59;11;2205
51665;797.56;10;15510
51671;199.45;8;3786
51685;154.36;12;4761
51694;834.58;5;23
51700;836.72;7;8525
51712;745.37;7;11907
51741;69.82;14;1475
51746;653.34;8;4739
51747;534.05;7;17322
51762;321.03;5;16362
51779;257.01;12;11920
51794;857.99;15;2066
51806;311.23;8;12472
51821;139.85;12;13227
51833;331.60;9;15215
51837;847.79;10;18124
51846;507.81;10;16449
51858;141.22;13;12918
51905;793.60;11;5661
51907;479.73;7;5740
51913;554.85;6;17689
51949;598.22;14;12766
51992;199.61;14;13414
52014;300.97;10;11548
52018;237.60;5;18160
52030;65.25;9;13264
52034;645.77;12;2917
52046;884.35;11;18530
52066;701.55;4;5051
52079;292.17;7;153
52083;258.00;1;11847
52084;464.55;1;18533
52085;31.14;5;4627
52096;773.01;4;15361
52106;404.04;8;18309
52109;789.88;5;10436
52127;738.71;1;11314
52150;80.01;15;3703
52173;883.17;6;11198
52181;421.78;15;9842
52197;724.67;7;15276
52204;194.24;4;1790
52215;635.88;1;18548
52230;129.10;1;12730
52245;756.39;9;14695
52256;896.50;10;17619
52281;862.09;10;18483
52290;36.37;10;8879
52314;122.27;9;11773
52356;142.08;8;10841
52362;163.43;6;8525
52383;168.68;14;15840
52406;518.82;5;8050
52424;950.49;12;12775
52442;461.37;12;6988
52445;423.90;3;7478
52446;253.90;10;1312
52469;492.73;4;17044
52474;515.63;13;1565
52485;860.60;5;1773
52524;881.90;5;12567
52525;165.65;6;6369
52529;965.85;5;8054
52548;191.79;2;8433
52550;655.15;12;18568
52551;208.19;10;18569
52554;453.02;12;18571
52559;383.94;14;506
52562;470.77;1;2146
52574;822.01;15;4535
52576;518.37;5;10249
52589;606.66;9;8701
52623;300.08;15;18577
52627;37.22;11;3791
52638;923.23;15;18578
52647;42.34;2;3553
52649;693.18;10;18415
52657;399.76;13;12132
52703;890.79;4;16892
52710;164.00;9;13792
52717;685.42;3;11000
52724;475.79;13;10264
52754;749.53;9;12895
52797;338.24;14;6912
52828;664.90;2;14719
52837;629.68;15;16438
52859;64.01;2;6131
52886;509.83;9;11569
52888;683.37;3;18601
52895;509.30;2;2107
52915;900.21;11;6139
52933;940.89;5;3249
52937;46.58;10;7031
52953;897.21;14;17364
52961;382.91;11;1426
52964;246.98;8;12852
52981;21.02;6;14402
52989;466.60;4;18045
52990;960.10;7;4660
52998;410.46;3;7267
53010;300.20;14;14447
53025;381.15;15;9980
53052;558.87;11;5090
53064;877.88;4;3753
53087;778.12;2;10527
53100;314.05;8;14796
53108;316.68;7;18611
53124;934.68;4;6346
53127;912.48;6;18613
53138;911.40;8;5806
53140;445.21;9;13857
53143;504.87;11;9847
53147;566.11;14;2009
53150;107.07;3;9105
53163;883.77;4;15726
53216;390.22;9;7103
53217;968.52;15;7266
53228;120.17;8;12234
53247;22.48;13;18624
53250;240.60;9;4098
53265;738.64;1;2838
53274;323.65;10;9458
53300;439.66;11;13747
53305;482.14;12;1129
53314;472.52;1;15048
53358;856.94;13;10389
53375;704.81;2;15097
53385;926.50;2;9745
53391;126.38;2;511
53393;65.67;4;6441
53404;567.05;11;18637
53405;969.77;2;16142
53409;919.66;2;542
53451;344.03;14;2374
53471;474.12;2;16072
53475;706.85;13;3912
53479;363.81;6;1916
53481;114.39;1;7268
53507;358.99;3;12630
53512;141.70;7;14394
53535;516.70;4;1749
53537;467.18;3;6432
53572;90.42;7;10048
53607;898.88;2;18646
53617;641.98;6;11550
53643;934.81;8;18106
53666;498.31;2;838
53676;180.28;13;8574
53687;880.83;4;5331
53700;749.44;6;18655
53711;256.85;8;2529
53718;142.12;1;18657
53723;808.27;4;13438
53729;321.70;15;4376
53738;873.42;2;4227
53794;925.12;1;1568
53817;549.43;3;162
53826;719.66;15;18668
53837;311.19;7;12456
53853;509.87;5;4428
53909;722.77;6;12991
53910;952.74;3;16112
53945;419.35;15;7245
53947;100.03;4;5926
53961;118.06;2;7314
53972;396.15;11;6262
53978;737.74;1;1323
53983;825.70;3;7668
53993;39.95;14;13227
53995;778.20;7;16209
53997;879.01;4;10592
54000;416.84;12;9688
54006;916.85;6;2300
54007;215.43;6;15272
54015;82.61;7;15713
54016;887.25;7;4774
54023;375.71;11;14279
54025;336.91;1;16483
54038;255.90;1;2274
54043;907.03;2;9805
54049;641.72;15;6096
54061;909.15;15;7377
54064;799.78;4;13224
54075;264.98;15;14197
54090;318.77;2;13193
54094;53.89;13;13183
54131;784.22;8;12151
54166;193.48;2;8800
54174;763.66;4;16744
54179;726.14;4;18691
54213;526.77;11;8774
54231;182.98;4;5898
54269;92.49;12;18698
54280;426.16;2;10938
54284;603.96;11;12222
54285;38.98;9;14708
54291;589.06;1;47
54305;795.20;3;9816
54315;192.82;3;10321
54340;120.86;14;18701
54347;984.34;14;12478
54436;654.69;4;12080
54442;220.38;3;18087
54475;250.93;1;3950
54487;166.72;7;18712
54503;373.52;2;18714
54521;121.83;15;9540
54567;587.73;13;16973
54593;859.85;8;6025
54618;221.76;14;17400
54622;791.24;10;2287
54668;134.59;5;10564
54672;484.29;10;5093
54679;113.81;12;2730
54685;545.17;1;10374
54691;517.27;2;17139
54702;213.15;8;15785
54703;20.20;9;10408
54709;421.22;11;4032
54717;25.45;5;5246
54730;713.14;11;13052
54732;752.75;9;5164
54773;486.17;6;18740
54783;215.30;13;12683
54810;56.92;2;10080
54819;96.18;14;13995
54830;671.63;6;7951
54834;409.72;10;2753
54862;75.53;9;14273
54869;594.89;7;16063
54871;989.27;6;1524
54872;805.84;8;8332
54879;386.84;10;11967
54883;61.64;10;3225
54889;511.04;5;17534
54891;246.29;8;16302
54898;270.60;13;13139
54919;593.36;12;10760
54921;248.99;6;6415
54926;80.76;6;795
54946;474.33;15;2605
54948;314.66;8;14694
54968;196.67;5;8080
54974;633.11;6;2374
54981;234.82;7;15908
55000;285.45;12;10885
55045;892.03;15;18757
55070;876.02;5;14841
55076;321.75;14;12636
55115;600.14;1;18286
55117;93.61;14;18763
55118;400.01;13;6484
55130;125.66;3;9032
55137;73.09;3;9251
55159;755.46;5;17385
55174;856.43;7;14069
55177;457.94;9;3838
55194;874.21;1;2261
55197;546.30;12;541
55201;327.35;4;4757
55211;323.54;12;11665
55212;659.50;3;7155
55213;469.97;10;2552
55215;232.34;8;6549
55217;95.34;8;8274
55231;307.63;6;13660
55258;997.27;2;5986
55278;73.31;12;6163
55304;266.28;5;11195
55313;265.88;15;609
55316;327.96;12;4584
55338;24.25;7;759
55367;673.68;14;12215
55375;669.78;12;17695
55388;771.51;2;10464
55389;544.80;7;17620
55397;924.48;1;13343
55412;820.66;1;8816
55414;224.62;11;18481
55416;216.60;2;15565
55418;710.47;6;13043
55429;357.65;5;17957
55436;810.33;9;17739
55490;889.80;5;10920
55494;585.41;11;252
55497;479.07;1;7609
55564;127.60;4;18791
55575;776.98;3;18047
55623;593.17;7;18721
55625;338.48;11;7946
55626;706.67;3;15358
55632;873.21;5;3309
55646;843.37;7;6461
55668;417.77;5;16072
55676;247.25;14;13176
55684;462.53;15;5881
55702;408.73;2;7778
55703;920.54;6;13575
55706;404.70;1;4697
55717;631.38;9;8678
55760;880.62;15;11210
55790;287.54;1;16467
55815;872.60;15;4678
55846;428.38;1;7027
55848;265.67;8;15604
55849;700.67;2;1779
55861;658.32;1;866
55864;164.48;2;8852
55866;621.89;9;435
55897;834.32;11;11381
55917;721.01;4;7131
55920;817.55;1;18309
55921;738.07;4;18810
55947;695.91;13;544
55960;928.40;3;7141
55963;190.71;1;17511
55966;62.37;7;4258
55970;263.91;14;12896
55975;917.16;13;13109
55978;614.80;5;10470
55980;75.70;11;2309
55993;636.24;8;4254
56000;625.38;2;8915
56038;488.70;4;18820
56041;312.41;11;18821
56048;590.71;3;18734
56072;95.04;9;7408
56097;785.02;4;5465
56117;997.88;10;7182
56151;484.75;1;6819
56195;371.04;5;10596
56198;653.87;12;18832
56241;924.95;14;12750
56264;468.15;15;9857
56272;504.61;1;5693
56285;112.93;6;7035
56291;926.67;5;17049
56299;348.93;10;12684
56308;151.50;15;12347
56311;156.61;2;8030
56315;617.15;5;1583
56329;260.40;4;7154
56337;720.47;3;3906
56338;370.10;3;18107
56368;550.96;13;3887
56371;364.26;4;13736
56384;188.82;7;9704
56390;677.44;12;5065
56418;825.62;1;11260
56425;785.68;15;14237
56435;74.51;6;11610
56460;527.99;9;14581
56462;635.93;15;12590
56465;459.51;14;9501
56541;228.88;14;18859
56550;187.00;10;17515
56554;644.86;10;8895
56568;523.15;5;2144
56570;784.96;9;7984
56589;909.18;13;13909
56593;65.13;3;18862
56595;310.16;15;17616
56616;35.05;2;12229
56650;500.73;13;18864
56663;290.00;5;18778
56676;356.87;5;13013
56680;468.13;9;3720
56690;545.08;10;1705
56694;164.11;13;4800
56712;468.12;12;12904
56732;578.51;9;9778
56737;442.49;14;2583
56738;729.53;3;3389
56757;551.16;14;14261
56761;424.72;6;3099
56776;651.53;6;13538
56787;343.91;9;228
56791;916.52;12;9091
56803;535.73;3;3666
56833;552.10;15;6133
56854;440.90;12;1672
56858;36.70;11;9131
56864;585.65;6;15027
56866;877.73;5;3491
56876;725.09;5;13019
56891;340.14;5;17648
56895;166.99;6;1904
56984;859.52;13;17775
57011;899.59;2;11332
57051;667.17;3;8177
57064;433.81;10;16439
57066;688.70;2;9728
57067;954.97;8;18886
57070;107.44;8;10192
57090;343.33;1;18889
57131;926.88;11;1320
57182;613.95;10;2087
57187;768.40;11;18893
57214;798.62;8;3797
57250;96.14;7;4377
57253;295.91;13;16188
57259;117.36;6;18898
57260;709.11;10;3530
57265;441.02;8;16254
57273;716.87;5;3928
57282;240.64;7;944
57288;324.22;10;17498
57298;724.71;3;15508
57310;226.62;11;8419
57312;591.88;3;14333
57314;529.78;5;3925
57319;53.90;6;9293
57348;514.19;3;129
57367;378.85;12;9043
57394;754.41;11;16272
57399;405.68;11;12122
57407;79.18;13;16298
57454;455.36;6;17433
57477;809.29;4;15748
57511;287.89;6;2472
57520;584.37;8;7758
57548;805.69;14;12780
57549;403.32;11;637
57551;875.55;9;12360
57558;331.10;4;5968
57566;500.65;9;18493
57572;528.44;8;18006
57584;663.76;12;16586
57599;645.29;15;13986
57609;395.41;1;894
57631;312.35;10;13706
57639;497.10;2;6841
57644;309.48;11;8573
57652;593.41;4;12482
57678;566.65;14;11324
57739;973.12;8;6699
57753;176.91;5;949
57755;575.37;8;14045
57760;204.17;13;12305
57789;730.56;1;7876
57827;181.51;13;3012
57833;314.28;4;2276
57839;589.62;12;3585
57855;731.04;2;8204
57869;625.17;14;473
57876;550.02;15;10575
57881;39.60;13;3374
57898;70.06;4;11327
57899;540.12;2;13305
57904;355.28;15;6377
57948;252.60;11;15750
57960;345.43;5;1472
57969;465.46;8;8778
57976;540.05;6;569
57997;604.14;4;12085
58006;331.28;12;18941
58012;368.31;13;18518
58019;170.35;5;15274
58033;911.95;7;529
58043;457.08;12;15261
58075;147.47;8;18945
58085;536.31;1;5082
58117;669.41;10;4781
58122;407.65;2;18950
58147;798.36;7;8950
58164;215.47;13;17684
58168;761.28;6;7516
58175;519.67;5;9062
58192;632.71;13;18625
58193;103.38;7;5011
58200;886.12;9;16694
58203;118.42;10;14020
58207;442.92;9;12471
58243;751.70;14;7228
58250;441.59;3;9258
58262;746.21;5;17177
58269;825.29;5;8854
58271;65.23;12;18591
58283;303.26;6;6294
58289;676.77;3;11355
58297;221.73;5;5536
58299;878.67;6;17276
58312;920.84;1;12735
58317;271.75;8;9639
58319;20.03;9;2128
58351;399.44;14;9622
58363;374.26;1;10735
58416;880.57;14;16586
58435;505.16;6;4445
58444;611.15;5;1472
58446;966.94;8;398
58471;846.62;12;8283
58491;955.51;12;6728
58492;472.95;1;4595
58494;792.65;3;4590
58496;619.14;8;10570
58515;534.05;10;6491
58517;618.09;9;14640
58527;192.10;1;4123
58532;461.65;12;8405
58546;834.35;11;6563
58565;193.42;8;405
58605;352.57;1;13507
58620;752.63;12;11659
58622;102.75;10;12953
58625;325.41;9;12597
58635;263.47;5;5182
58637;633.26;9;8907
58640;172.11;15;16860
58667;668.29;15;2213
58689;335.20;9;15209
58690;939.99;12;15274
58716;920.48;2;9737
58737;858.12;7;16360
58738;182.32;4;17591
58742;544.72;14;10813
58743;356.23;13;12591
58760;627.36;6;18991
58818;159.43;12;2401
58819;685.76;14;15081
58820;907.84;14;13569
58830;117.89;10;9552
58838;196.46;2;16339
58868;134.70;8;1131
58870;838.21;13;11005
58885;517.31;2;1651
58886;936.37;9;15023
58913;931.27;4;9200
58916;258.00;14;9123
58920;389.21;7;14532
58951;949.96;4;15337
58953;861.15;5;742
59001;633.54;10;11374
59015;629.54;14;8127
59039;652.78;1;9767
59045;813.97;2;1976
59051;141.88;15;1167
59054;604.71;3;5643
59055;304.98;11;16775
59061;130.79;6;18348
59065;654.75;13;2588
59076;584.43;5;14588
59103;438.50;6;17551
59111;433.48;3;12085
59138;86.34;11;18521
59143;157.25;12;18112
59168;808.41;14;16578
59169;724.78;11;18506
59173;901.83;9;1190
59183;937.35;9;4935
59194;673.29;4;17075
59196;799.98;3;10156
59202;212.94;3;4543
59205;430.19;15;2507
59224;746.13;11;4353
59231;895.32;3;1067
59265;483.81;14;11774
59271;696.65;3;18352
59276;75.58;13;11734
59292;107.02;4;4055
59311;254.17;12;5118
59320;821.86;6;16101
59364;181.05;15;7956
59367;368.32;13;19014
59385;961.40;13;16631
59396;906.23;6;11018
59397;303.40;12;19015
59413;420.21;2;14828
59416;167.44;5;8756
59437;234.26;10;6400
59449;927.27;8;16378
59489;150.84;9;669
59490;167.95;11;18576
59561;341.90;14;8771
59564;101.46;12;10759
59577;84.23;7;899
59581;369.60;12;8832
59584;624.66;3;9445
59612;956.08;12;3951
59619;949.26;11;9012
59689;612.35;7;18889
59711;70.37;14;15580
59720;44.11;15;8163
59726;286.18;14;2839
59736;767.18;9;3517
59750;526.40;7;2662
59754;874.31;9;12582
59769;390.91;7;2620
59800;514.53;5;11977
59805;486.53;8;19044
59810;862.79;5;3580
59816;152.54;5;3041
59848;497.40;8;13624
59868;937.42;8;15352
59888;615.98;8;14309
59900;982.53;4;9038
59909;951.30;1;1058
59963;61.74;5;3668
60009;398.32;1;2997
60040;293.39;3;19066
60044;603.22;8;3379
60050;400.65;10;11943
60067;642.58;4;7420
60069;836.36;12;1243
60077;898.14;7;15677
60101;253.20;10;10921
60116;129.14;7;15838
60122;658.74;13;660
60126;901.83;15;15170
60140;451.48;12;9747
60173;87.84;10;5287
60185;402.21;5;6315
60191;990.80;12;14829
60196;440.41;14;15130
60197;675.19;1;19073
60206;608.92;3;9923
60207;326.12;6;12058
60227;600.51;3;15555
60253;659.39;6;10676
60279;262.05;13;6344
60293;628.16;2;1342
60310;251.06;1;4769
60322;641.81;1;12267
60324;436.14;7;8544
60345;422.12;7;17146
60359;879.36;15;14316
60363;76.20;7;4980
60373;391.08;2;15975
60376;906.85;7;15552
60387;424.87;4;4536
60389;993.87;2;7680
60423;383.49;4;16381
60461;294.23;11;10964
60464;173.32;8;1565
60486;366.88;15;10952
60488;268.75;7;17307
60492;297.78;11;8760
60541;168.11;5;16321
60558;753.60;13;8726
60568;803.11;10;1451
60573;322.79;9;10970
60576;844.76;1;8793
60580;280.18;7;16374
60592;496.92;7;9683
60597;863.03;14;16136
60614;243.71;11;8336
60619;304.14;3;7637
60624;281.37;4;9683
60625;139.70;5;4057
60631;949.74;12;18065
60658;794.08;3;10663
60664;414.24;4;9992
60688;866.28;7;15900
60706;990.11;7;16353
60718;726.40;12;4734
60719;671.64;2;14411
60728;788.29;11;17082
60735;291.75;5;5264
60741;164.68;6;7267
60760;405.01;6;12572
60767;720.54;13;17967
60776;783.04;3;10821
60779;277.36;8;10795
60797;238.74;14;7542
60807;932.58;4;1153
60820;153.57;5;11890
60829;396.87;2;13293
60830;209.70;5;17813
60861;939.67;10;8174
60889;860.32;7;9886
60898;721.83;7;13971
60921;771.64;4;13630
60929;797.85;12;7668
60930;735.37;4;18967
60931;48.60;9;1617
60940;381.94;6;8664
60951;491.87;1;7650
60972;700.98;2;7711
60977;531.24;10;4679
60984;913.90;1;2560
60985;579.60;12;15602
60987;864.63;10;15844
61004;819.62;2;12052
61007;30.32;11;18462
61008;624.62;7;14771
61010;679.97;9;7012
61043;543.00;5;14574
61045;107.89;12;16212
61091;762.28;15;12934
61106;487.21;3;15306
61117;717.81;10;2594
61120;473.18;8;18316
61127;461.96;3;18033
61129;338.83;8;18760
61136;193.48;12;4360
61144;311.51;13;8545
61214;817.67;3;8764
61226;930.01;10;10366
61245;939.59;3;4711
61247;984.49;9;9473
61258;239.60;2;14298
61261;798.10;15;17477
61273;69.82;1;10046
61283;949.03;15;9021
61296;339.27;15;11715
61311;717.18;5;15385
61325;21.42;2;10291
61344;861.92;1;5304
61358;823.39;3;459
61398;333.54;14;15408
61403;744.84;6;13311
61404;975.27;6;672
61431;752.88;2;2364
61443;115.14;14;16288
61452;998.10;2;4938
61456;785.38;13;7494
61467;191.22;12;16045
61468;819.68;11;3154
61481;297.63;1;1163
61483;98.00;11;17212
61494;23.66;15;19135
61503;791.85;14;2761
61515;139.52;7;3245
61517;158.46;15;11575
61523;912.93;9;7283
61545;387.05;8;10970
61551;542.14;11;7170
61562;746.60;10;18675
61624;295.44;12;13631
61625;734.24;8;3850
61633;705.10;9;6657
61638;829.80;14;2023
61652;692.49;12;10213
61653;327.15;6;4780
61675;238.13;7;3433
61680;637.41;11;15584
61692;130.48;15;9687
61693;702.13;3;4990
61700;820.02;5;11668
61708;164.75;7;15314
61748;230.97;1;8554
61760;843.50;13;18523
61786;196.24;7;4353
61843;683.38;7;10209
61844;150.50;13;19148
61850;342.47;6;15019
61865;231.19;4;449
61880;282.43;14;14465
61882;328.74;7;6319
61895;990.05;10;1314
61908;529.04;11;3751
61912;85.66;12;4831
61957;285.54;8;3134
61959;171.09;15;15776
61976;315.88;5;10214
61989;899.76;7;17601
62005;478.79;6;4641
62009;688.45;8;5385
62012;404.35;13;11602
62029;52.97;11;13977
62041;814.91;10;19160
62104;533.03;10;7249
62123;496.57;4;2047
62133;407.95;5;4367
62138;33.40;7;980
62143;850.95;8;11578
62154;746.07;6;7118
62171;963.89;14;16516
62177;639.56;10;3165
62200;144.51;2;6639
62219;46.49;4;3821
62226;310.18;1;4642
62236;863.41;8;6813
62244;393.15;7;14935
62247;627.13;3;2243
62253;139.23;6;19034
62257;748.25;4;19170
62260;999.61;2;5783
62265;55.34;15;5978
62346;357.88;14;13669
62358;716.65;4;5967
62361;98.20;10;10208
62365;90.80;3;1352
62373;976.92;9;14528
62376;39.06;8;587
62382;767.26;10;7491
62389;536.24;9;1185
62391;966.86;11;5689
62407;92.46;4;3663
62410;69.74;9;15653
62428;718.31;14;7282
62430;942.83;9;18134
62434;75.04;10;5829
62440;63.05;14;4970
62455;645.84;11;2883
62462;337.45;11;4239
62479;647.95;10;10795
62491;115.01;10;17628
62510;198.63;7;5668
62512;86.81;7;2978
62524;104.58;14;12461
62528;49.86;7;15851
62538;606.57;14;1767
62547;283.04;3;10602
62549;911.12;1;17968
